label,message
ham,"Mom says dinner is ready at 7, don't be late. beryfarhfzscf tilqa"
ham,"Mom says dinner is ready at 7, don't be late. oyeumq uole yfsava"
ham,Meeting has been moved to 3pm. See you there. nqvfkkgrziebgl
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £9386p/msg.
spam,Win a trip to Bahamas! You are selected. Call 9280292341 within 48 hours. Ref: HOLS9168
ham,"Thanks for helping me yesterday, really appreciate it. xcxjqbra"
ham,"Hey, are you free this evening? We could grab dinner.  lobh unoalftdxrddde"
ham,Did you see the game last night? What a match!  yek kuyz  n
ham,"Thanks for helping me yesterday, really appreciate it. wctrinfkht"
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £3166p/msg.
ham,"Just checking in, how are you feeling today? f uognovnjb yydcvsa"
spam,You have an important message waiting. Call 9393639475 now. Calls cost £6611p/min.
ham,Remember we have that dentist appointment tomorrow at 2pm. jcocd obxjbt
ham,Just finished the report. Will send it over shortly. ynzzhbvbuj
ham,Did you get my email? Let me know when you can talk. zgmheutzn vxcngpaszu
ham,"Running 10 mins late, sorry! Almost there. onuotxmrovpwkg"
ham,Happy birthday! Hope you have a wonderful day! ixmxeldgkosnyo
ham,Remember we have that dentist appointment tomorrow at 2pm. cbdk
spam,URGENT! Your Mobile number has been awarded a £4605 Bonus Caller Prize. Call 9681423225 now.
ham,Meeting has been moved to 3pm. See you there. xnfebdpccqa
ham,Just finished the report. Will send it over shortly.
ham,Remember we have that dentist appointment tomorrow at 2pm. ohppvcerpxra
spam,PRIVATE! Your 2003 Account Statement shows £8546 UNCLAIMED! Call 7600354779 to claim.
ham,"Mom says dinner is ready at 7, don't be late. puuzmmpadbr"
ham,The kids are asking about the weekend trip. You in? fwgg lqjojuvib ae
ham,"Hey, are you free this evening? We could grab dinner. nk sdybe"
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £7884p/msg.
ham,"Mom says dinner is ready at 7, don't be late. dqxn"
ham,Meeting has been moved to 3pm. See you there. wfnamdbkcsblktlur
ham,Happy birthday! Hope you have a wonderful day! kiuffbqjc
ham,Can we reschedule our call to tomorrow morning? kjg fgitj
ham,The package has been delivered to your door. ndvpzdjhftbsnyrtdrn
ham,"Hey, are you free this evening? We could grab dinner. nhyktp wjtsrmzjierph"
ham,Are you coming to the party tonight? It starts at 8. orst
spam,Congratulations! Your mobile has won £2421 prize. Call 8496060167 to claim. Send STOP to opt out.
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £2898p/msg.
spam,Naughty text messages! Txt CHAT to 9105688676 £1868/msg 2 stop txt STOP.
ham,Can you pick up some milk on your way home? pzbua
ham,The package has been delivered to your door. xnkntfru
ham,"Running 10 mins late, sorry! Almost there. rg uxzhftvvid"
spam,You have won a Nokia 6610. Call 7315708805 now to claim. Send STOP to 87239 to end.
spam,You have an important message waiting. Call 9150888898 now. Calls cost £1384p/min.
ham,Lunch at the usual place? 12:30 works for me. inlotg jsangcev
ham,Can you send me the address again? I lost it. wtucduduywtl
spam,Claim your FREE gift now! Text YES to 8954246074 to receive your £4445 voucher. Ts&Cs apply.
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £9717p/msg.
ham,Can you send me the address again? I lost it. rwrk aanczcmzp
spam,You have won a Nokia 6610. Call 7498733671 now to claim. Send STOP to 87239 to end.
ham,"Running 10 mins late, sorry! Almost there. j xjlfd zrf"
ham,"Just got out of the meeting, calling you in 5. lnkbuuyq"
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £4961p/msg.
ham,"Just checking in, how are you feeling today? mgkjjxc"
ham,Can we reschedule our call to tomorrow morning? uszk
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £8067p/msg."
ham,Can you send me the address again? I lost it. jiv mv
ham,Can you send me the address again? I lost it.
ham,Happy birthday! Hope you have a wonderful day! rchwy
ham,"No worries, take your time. I'll be here. rbtapja"
ham,"No worries, take your time. I'll be here. bozsdfwnlnfsekvsld"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £1476p/msg."
ham,Did you get my email? Let me know when you can talk. upgvvhr
spam,PRIVATE! Your 2003 Account Statement shows £9466 UNCLAIMED! Call 9799620568 to claim.
ham,"Hey, are you free this evening? We could grab dinner. rrftysjhysqfrmdy"
spam,Congratulations! Your mobile has won £7261 prize. Call 7997050893 to claim. Send STOP to opt out.
ham,"Hey, are you free this evening? We could grab dinner. n qy"
ham,"Just checking in, how are you feeling today? i"
ham,Can we reschedule our call to tomorrow morning? ilrfquy
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £2492p/msg."
ham,"Hey, are you free this evening? We could grab dinner."
ham,Happy birthday! Hope you have a wonderful day!
ham,Just finished the report. Will send it over shortly. zshntwep
ham,The package has been delivered to your door. revroixuknycqdy
ham,"Just checking in, how are you feeling today? wv dk"
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/1491
ham,"Just got out of the meeting, calling you in 5. voyxzhsez"
spam,Naughty text messages! Txt CHAT to 7730074215 £3050/msg 2 stop txt STOP.
ham,Did you get my email? Let me know when you can talk. ypytziqzktqbtpiwrhi
ham,The package has been delivered to your door. rkuy
spam,Naughty text messages! Txt CHAT to 8998856257 £2036/msg 2 stop txt STOP.
ham,"Hey, are you free this evening? We could grab dinner. hn ousioh vgn"
ham,"No worries, take your time. I'll be here. urn"
ham,"Hey, are you free this evening? We could grab dinner. xujlqxyfkz"
ham,Are you coming to the party tonight? It starts at 8. tjhbdyr
ham,Remember we have that dentist appointment tomorrow at 2pm.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £2141p/msg."
ham,"No worries, take your time. I'll be here.  ugfhogvin"
ham,Can you send me the address again? I lost it. ejf
ham,Remember we have that dentist appointment tomorrow at 2pm. anjkmiopwmsgcqngepq
ham,Did you get my email? Let me know when you can talk. uoqq xigecpuecjxzl
ham,"Just got out of the meeting, calling you in 5."
ham,"Just got out of the meeting, calling you in 5. bfjs"
ham,Are you coming to the party tonight? It starts at 8.
spam,Hot singles in your area! Text MEET to 8288304114. Msgs cost £4857 ea. Stop: STOP.
ham,Did you get my email? Let me know when you can talk. eqrhmxffkgxhbm
spam,WINNER!! You have been selected to win a cash prize of £1090 CALL NOW 8709289717
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £8950p/msg."
ham,Can you pick up some milk on your way home? aivwgmfukh
ham,"Hey, are you free this evening? We could grab dinner. mxfx k mhlurnj fjx"
ham,Did you see the game last night? What a match!  xclmnovjdwemzl
ham,Happy birthday! Hope you have a wonderful day! vvq
ham,"Running 10 mins late, sorry! Almost there. tcnkmtswgk lxyvzj"
spam,Hot singles in your area! Text MEET to 9641863774. Msgs cost £3729 ea. Stop: STOP.
ham,Remember we have that dentist appointment tomorrow at 2pm. majcomslgcihowwuqj
ham,Just finished the report. Will send it over shortly.
ham,"Thanks for helping me yesterday, really appreciate it. ukx"
ham,Lunch at the usual place? 12:30 works for me.
ham,"Just checking in, how are you feeling today? sebjmzdnjletg"
spam,WINNER!! You have been selected to win a cash prize of £6170 CALL NOW 7933166190
ham,Can you send me the address again? I lost it. ryr
ham,Lunch at the usual place? 12:30 works for me. ruuy
ham,Meeting has been moved to 3pm. See you there. bqlpdtdozlufusng
ham,Can you pick up some milk on your way home? xtiwy
ham,Are you coming to the party tonight? It starts at 8. fgpceffxwowyd
spam,Naughty text messages! Txt CHAT to 9457310580 £3553/msg 2 stop txt STOP.
ham,Lunch at the usual place? 12:30 works for me. jghblxvaszkqxudqvxru
ham,Did you see the game last night? What a match! mjgbdkokbvgnzownlh
ham,"Just checking in, how are you feeling today? vvctmmx"
ham,"Thanks for helping me yesterday, really appreciate it. ijatbgielxtm"
ham,The package has been delivered to your door. vahz
spam,Your FREE loan of £8917 is approved. Call 9076605983 to collect. Ts&Cs apply.
ham,Can you send me the address again? I lost it. gzybdmltgqu
spam,Naughty text messages! Txt CHAT to 8140882778 £2541/msg 2 stop txt STOP.
ham,Meeting has been moved to 3pm. See you there. lpfjsfcumfikdvtmgi
ham,The package has been delivered to your door. stlbmq
spam,Your FREE loan of £9743 is approved. Call 9965405644 to collect. Ts&Cs apply.
ham,The package has been delivered to your door.  rlcuezldrn
ham,Remember we have that dentist appointment tomorrow at 2pm.  zxhvczciqvhedmdx
ham,Can you send me the address again? I lost it. r
spam,WINNER!! You have been selected to win a cash prize of £4642 CALL NOW 7621430136
spam,Hot singles in your area! Text MEET to 9966144543. Msgs cost £4037 ea. Stop: STOP.
ham,"No worries, take your time. I'll be here. mcunqp"
ham,"Hey, are you free this evening? We could grab dinner. pqgsoj"
ham,Happy birthday! Hope you have a wonderful day! ebrsuwprwtey
spam,Win a trip to Bahamas! You are selected. Call 8584392711 within 48 hours. Ref: HOLS4298
ham,"Thanks for helping me yesterday, really appreciate it. eb"
ham,Happy birthday! Hope you have a wonderful day! jxjmlootjjbbnptx
spam,WINNER!! You have been selected to win a cash prize of £5720 CALL NOW 9783009621
ham,The package has been delivered to your door. thgfquzjgapue koaep
spam,Claim your FREE gift now! Text YES to 9060228976 to receive your £5983 voucher. Ts&Cs apply.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £4167p/msg."
ham,Can you send me the address again? I lost it. sganpwfoyrjygclxonhy
spam,CASH PRIZE: Draw shows you have won a top prize of £619. To collect call 7401581601.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £3501p/msg."
ham,"No worries, take your time. I'll be here. zzvjn dnhcu"
ham,The kids are asking about the weekend trip. You in? lmbxmbqjlsuahh
ham,"Thanks for helping me yesterday, really appreciate it. gdno ljpmtnsorkzd"
spam,URGENT! Your Mobile number has been awarded a £8509 Bonus Caller Prize. Call 8784234958 now.
spam,Your FREE loan of £4071 is approved. Call 8399670743 to collect. Ts&Cs apply.
ham,"Running 10 mins late, sorry! Almost there. ff aocxlpuw hayhhzv"
ham,Can we reschedule our call to tomorrow morning? iq co wezq ss
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/897
ham,Are you coming to the party tonight? It starts at 8. ulk
ham,"Mom says dinner is ready at 7, don't be late. h"
ham,"Running 10 mins late, sorry! Almost there. ecmmaxspwooapsn lz"
ham,"Just got out of the meeting, calling you in 5. nqjkpemcmksgacls m o"
ham,The package has been delivered to your door. hntglofsjkhaxz
ham,"Running 10 mins late, sorry! Almost there. vqjbjluxtlmjdddt"
ham,"Just checking in, how are you feeling today? oglq"
ham,"Just checking in, how are you feeling today?"
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/1754
ham,"Thanks for helping me yesterday, really appreciate it. wuml"
ham,Did you see the game last night? What a match! zm gy
ham,Can we reschedule our call to tomorrow morning? vwdmhmzjkpvckuohive
spam,WINNER!! You have been selected to win a cash prize of £9532 CALL NOW 8633724084
ham,Lunch at the usual place? 12:30 works for me. h
ham,Remember we have that dentist appointment tomorrow at 2pm.  bc
ham,Lunch at the usual place? 12:30 works for me. nphda
ham,Can you pick up some milk on your way home? demxymvzbopsoapiyvbe
ham,Can we reschedule our call to tomorrow morning? ad qf
spam,Hot singles in your area! Text MEET to 8625792787. Msgs cost £2145 ea. Stop: STOP.
ham,"Just checking in, how are you feeling today? taz hloo"
ham,"Mom says dinner is ready at 7, don't be late. sabx"
ham,The kids are asking about the weekend trip. You in? isfqds nocydkjb p
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/6077
ham,"Thanks for helping me yesterday, really appreciate it. guswvvhagkswy"
spam,PRIVATE! Your 2003 Account Statement shows £7617 UNCLAIMED! Call 7613628803 to claim.
ham,Are you coming to the party tonight? It starts at 8. adzrktzdlxad
ham,Just finished the report. Will send it over shortly. dvgxt
ham,"Mom says dinner is ready at 7, don't be late. ujtbpvoeupewezybve"
ham,"Just got out of the meeting, calling you in 5.  wx"
spam,Claim your FREE gift now! Text YES to 9301778419 to receive your £2078 voucher. Ts&Cs apply.
ham,Remember we have that dentist appointment tomorrow at 2pm.
ham,"Running 10 mins late, sorry! Almost there. vtyyqjcjfmkhqcl"
ham,Can you send me the address again? I lost it. xfphzhangejm
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/2420
ham,Lunch at the usual place? 12:30 works for me. kysczzmvnyqo
ham,The package has been delivered to your door. bzqrnpjvifebnlocffi
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £931p/msg.
ham,Can you pick up some milk on your way home? co fqawwit
ham,Just finished the report. Will send it over shortly. rivhlhl
ham,Remember we have that dentist appointment tomorrow at 2pm. kylzfn
spam,Claim your FREE gift now! Text YES to 9005855667 to receive your £6835 voucher. Ts&Cs apply.
ham,The package has been delivered to your door. vdhlvbpmejshmfwq
spam,Naughty text messages! Txt CHAT to 8560409439 £6755/msg 2 stop txt STOP.
spam,Claim your FREE gift now! Text YES to 9033236512 to receive your £8997 voucher. Ts&Cs apply.
ham,"Thanks for helping me yesterday, really appreciate it. dolfvk refg"
ham,"Just got out of the meeting, calling you in 5. rdgwpbj rfbfmsmsxp"
spam,Hot singles in your area! Text MEET to 7956447193. Msgs cost £2186 ea. Stop: STOP.
spam,URGENT! Your Mobile number has been awarded a £9112 Bonus Caller Prize. Call 7115603785 now.
spam,Hot singles in your area! Text MEET to 7435632331. Msgs cost £6249 ea. Stop: STOP.
spam,Hot singles in your area! Text MEET to 9409076656. Msgs cost £7107 ea. Stop: STOP.
ham,Happy birthday! Hope you have a wonderful day! zteh
ham,"Just checking in, how are you feeling today? cjhjbekfdqkh"
spam,WINNER!! You have been selected to win a cash prize of £3148 CALL NOW 9143377496
ham,Can we reschedule our call to tomorrow morning? clxpilv
ham,"Hey, are you free this evening? We could grab dinner. vjvfuckqm"
ham,The package has been delivered to your door. krrjownaethrrirklac
